10:14:05                        Запускается сервис Монитора Установки...
10:14:05                        Версия сервиса: 0x105
10:14:05                        Запускаем 'uTorrentPro_v3.6.0.47116.exe'...
10:14:05                        Монитор установки запущен
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libalphamask_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-USL3S.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libantiflicker_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-QC3LK.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libatmo_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-4N0VG.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libaudiobargraph_v_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-MR276.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libball_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-IGPST.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libblendbench_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-MSFLP.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libblend_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-U61FB.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libbluescreen_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-G6R1F.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libcanvas_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-4Q5N9.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libchain_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-AAPCJ.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libclone_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-8TR0D.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libcolorthres_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-DE7HO.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libcroppadd_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-KC4FN.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libdeinterlace_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-2CK9Q.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\liberase_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-8I71E.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libextract_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-KQV1Q.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libgaussianblur_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-TP2N0.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libgradfun_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-N6N14.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libgradient_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-S6EL4.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libgrain_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-PO6VC.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libinvert_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-GUJHR.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\liblogo_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-S9PAC.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libmagnify_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-GU0IA.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libmarq_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-F60S7.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libmirror_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-S6MP0.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libmosaic_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-TOI18.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libmotionblur_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-HQ73M.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libmotiondetect_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-DDOE2.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libosdmenu_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-MDUP8.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libpanoramix_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-P6L5G.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libposterize_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-2KU80.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libpostproc_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-E7HEM.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libpsychedelic_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-PUMJB.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libpuzzle_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-A0HQT.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libremoteosd_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-R89I1.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libripple_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-B0LRQ.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\librotate_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-9H7S0.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\librss_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-8CG97.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libscale_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-0JA8G.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libscene_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-GJ3N7.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libsepia_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-110S0.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libsharpen_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-2KFS5.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libsubsdelay_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-1BL66.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libswscale_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-3TR6K.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libtransform_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-R6QG2.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libwall_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-0953F.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libwave_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\is-3C8PQ.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_filter\libyuvp_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\is-RECJQ.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\libcaca_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\is-U7U8U.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\libdirect2d_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\is-6DNIU.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\libdirect3d_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\is-NH365.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\libdirectx_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\is-OB6CG.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\libdrawable_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\is-8ACBE.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\libglwin32_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\is-ST02A.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\libvdummy_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\is-HFO1V.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\libvmem_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\is-JF32F.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\libwingdi_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\is-TU1G7.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\video_output\libyuv_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\visualization\is-RN6DA.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\visualization\libgoom_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\visualization\is-8T6NU.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\visualization\libprojectm_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\visualization\is-P5NBE.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\player\plugins\visualization\libvisual_plugin.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\is-3AT43.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\avxdisk.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\is-G8VJM.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\bdcore.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\is-HGG6T.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\BDUpdateServiceCom.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\is-NP016.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\BitTorrentAntivirus.exe
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\is-IK77Q.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\btinstall.txt
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\is-HRBP7.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\plugins.htm
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\is-VID1I.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\scan.dll
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-BVG1E.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\7zip.xmd
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-80MG3.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\access.xmd
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-4SK5L.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\ace.xmd
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-MA3EL.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\adsntfs.xmd
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-URUDV.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\aitok.cvd
10:16:21    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-5NM5N.tmp
10:16:21    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\alz.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-KI94N.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\ar.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-5MT8V.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\arc.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-GTKCG.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\arj.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-P3C5D.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\aspy_emu.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-I4065.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\auto.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-56TV7.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\auto.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-LHR6P.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\autoit.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-I7UVT.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\avxdisk.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-HFHTO.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\bach.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-0QOK6.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\boot.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-AMAAK.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\bzip2.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-7VRQ0.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\cab.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-2LO37.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\cevakrnl.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-M65UJ.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\cevakrnl.ivd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-VSL9M.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\cevakrnl.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-9CSCE.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\ceva_dll.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-FGBIB.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\ceva_emu.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-6TQ97.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\ceva_vfs.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-8EPPQ.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\ceva_vfs.ivd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-6ED3U.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\chm.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-D12AS.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\cookie.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-E1RIP.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\cookie.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-S4DKL.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\cpio.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-1CJ19.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\cran.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-O9DGH.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\cran.ivd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-DLNE2.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\dalvik.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-HPCO2.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\dalvik.ivd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-28HP6.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\dalvik.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-TRNB2.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\dbx.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-IKP1Q.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\disp.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-7L75M.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\docfile.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-E1HKD.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\dummyarch.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-JL168.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\dummyscan.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-JJV8N.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\epoc.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-KJF3B.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\e_spyw.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-AV5FN.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\e_spyw.ivd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-KG1HR.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\gvmscripts.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-P0IHK.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\gzip.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-5T6QP.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\ha.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-3GGRS.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\hlp.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-L121I.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\hpe.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-3BQV7.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\hqx.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-L3EPN.tmp
